STATE CODE	LOCALITY ID	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	DURATION MINUTES	EFFORT DISTANCE KM	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER
CO-VAU	L1450896	1.2205831	-70.2384067	2016-08-11	06:06:00	obsr439702	S31170790	Traveling	360	6.000	12	1	G1884796
CO-VAU	L1450896	1.2205831	-70.2384067	2016-11-07	05:30:00	obsr30770	S32574429	Traveling	540	4.828	6	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2016-08-10	08:00:00	obsr506495	S36413304	Traveling	240	6.000	12	1	G2373724
CO-VAU	L1450948	1.1190923	-70.0826454	2016-03-09		obsr598584	S28588661	Historical				0	G1679082
CO-VAU	L1450948	1.1190923	-70.0826454	2016-03-09		obsr754299	S33816690	Historical				0	G1679082
CO-VAU	L1450896	1.2205831	-70.2384067	2016-03-10		obsr754299	S33816691	Historical				0	G1679083
CO-VAU	L1450896	1.2205831	-70.2384067	2016-11-07	05:30:00	obsr267689	S32561796	Traveling	660	9.656	6	0	
CO-VAU	L1450896	1.2205831	-70.2384067	2016-08-11	06:06:00	obsr457273	S126678274	Traveling	360	6.000	12	1	G1884796
CO-VAU	L1450896	1.2205831	-70.2384067	2016-03-19	06:30:00	obsr104695	S28605031	Traveling	180	4.023	5	1	G1667882
CO-VAU	L1450896	1.2205831	-70.2384067	2016-03-18	05:55:00	obsr104695	S28538266	Traveling	155	3.219	2	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2016-08-10	08:00:00	obsr439702	S31634030	Traveling	240	6.000	12	1	G2373724
CO-VAU	L1450948	1.1190923	-70.0826454	2016-08-10	08:00:00	obsr616723	S61779856	Traveling	240	6.000	12	1	G2373724
CO-VAU	L1450948	1.1190923	-70.0826454	2016-03-17	05:30:00	obsr507040	S28549022	Traveling	600	4.828	8	1	G1662270
CO-VAU	L1450948	1.1190923	-70.0826454	2016-03-09	05:00:00	obsr529524	S68066852	Historical				0	
CO-VAU	L1450948	1.1190923	-70.0826454	2016-03-17	05:40:00	obsr507040	S28611531	Traveling	295	3.000	8	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2016-03-17	05:30:00	obsr59502	S28539284	Traveling	600	4.828	8	1	G1662270
CO-VAU	L1450948	1.1190923	-70.0826454	2016-08-10	08:00:00	obsr457273	S126523104	Traveling	240	6.000	12	1	G2373724
CO-VAU	L1450948	1.1190923	-70.0826454	2016-03-17	05:30:00	obsr729828	S28604977	Traveling	600	4.828	8	1	G1662270
CO-VAU	L1451781	1.2218274	-70.2285361	2016-03-13		obsr529524	S28755322	Historical				0	G1679086
CO-VAU	L1451759	1.2221020	-70.1615238	2016-03-18	05:55:00	obsr59502	S28603582	Traveling	305	4.023	7	1	G1667874
CO-VAU	L1451759	1.2221020	-70.1615238	2016-03-18	05:50:00	obsr507040	S28612422	Traveling	352	4.000	8	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2016-01-18	10:00:00	obsr334368	S27111157	Historical	180		3	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2016-11-13	05:30:00	obsr267689	S32566170	Traveling	390	4.828	6	0	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-03-19	06:35:00	obsr104695	S28537839	Traveling	180	4.023	4	1	G1662166
CO-VAU	L1451759	1.2221020	-70.1615238	2016-03-18	05:55:00	obsr729828	S28604981	Traveling	305	4.023	7	1	G1667874
CO-VAU	L1451759	1.2221020	-70.1615238	2016-06-10	05:00:00	obsr1704441	S68993152	Traveling	740	4.000	2	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2016-08-12	06:43:00	obsr457273	S126678346	Traveling	360	5.000	12	1	G1884792
CO-VAU	L1451781	1.2218274	-70.2285361	2016-01-05		obsr828883	S77040212	Historical				1	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-11-04		obsr1206391	S67979179	Historical				0	
CO-VAU	L1451759	1.2221020	-70.1615238	2016-02-22	06:00:00	obsr433512	S27764993	Traveling	660	5.000	4	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2016-03-14		obsr754299	S33816695	Historical				0	G1679087
CO-VAU	L1451759	1.2221020	-70.1615238	2016-11-09	05:30:00	obsr267689	S32563837	Traveling	600	9.656	6	0	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-03-19	06:20:00	obsr507040	S28613280	Traveling	212	4.000	5	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-02-24	05:32:00	obsr433512	S27801218	Traveling	722	4.500	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-03-13		obsr754299	S33816694	Historical				0	G1679086
CO-VAU	L1451759	1.2221020	-70.1615238	2016-03-14		obsr529524	S28755330	Historical				0	G1679087
CO-VAU	L1451759	1.2221020	-70.1615238	2016-03-18	05:55:00	obsr507040	S28605184	Traveling	305	4.023	7	1	G1667874
CO-VAU	L1451759	1.2221020	-70.1615238	2016-08-12	06:43:00	obsr439702	S31104400	Traveling	360	5.000	12	1	G1884792
CO-VAU	L1451759	1.2221020	-70.1615238	2016-11-08		obsr1206391	S67981235	Historical				0	
CO-VAU	L1451759	1.2221020	-70.1615238	2016-11-05		obsr1206391	S67978776	Historical				0	
CO-VAU	L1451759	1.2221020	-70.1615238	2016-03-18	05:55:00	obsr233515	S33039526	Traveling	305	4.023	7	1	G1667874
CO-VAU	L1451781	1.2218274	-70.2285361	2016-11-12	05:30:00	obsr30770	S32532872	Traveling	420	4.828	6	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-11-12	05:30:00	obsr267689	S32565963	Traveling	660	9.656	6	0	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-07-30	14:30:00	obsr162605	S31218354	Historical			3	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-03-19	06:35:00	obsr59502	S28537851	Traveling	180	4.023	4	1	G1662166
CO-VAU	L1451781	1.2218274	-70.2285361	2016-01-08	15:00:00	obsr195833	S27814480	Incidental			1	0	G1651423
CO-VAU	L1451781	1.2218274	-70.2285361	2016-01-17	06:00:00	obsr334368	S27111156	Historical	690		2	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2016-01-08	15:00:00	obsr634375	S28527810	Incidental			1	0	G1651423
CO-VAU	L1451781	1.2218274	-70.2285361	2016-01-08	15:00:00	obsr683029	S28411628	Incidental			1	0	G1651423
CO-VAU	L3571110	1.1380562	-70.1134560	2016-01-07		obsr828883	S77042771	Historical				1	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-11-06	15:30:00	obsr1206391	S67980295	Historical				0	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-11-08	05:30:00	obsr267689	S32562222	Traveling	480	6.437	6	0	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-03-11		obsr598584	S28589570	Historical				0	G1679084
CO-VAU	L3571110	1.1380562	-70.1134560	2016-03-11		obsr529524	S28755318	Historical				0	G1679084
CO-VAU	L3571110	1.1380562	-70.1134560	2016-07-31	06:30:00	obsr162605	S31218355	Historical			3	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-02-23	04:56:00	obsr433512	S27786567	Traveling	904	5.000	4	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-08-13	06:20:00	obsr506495	S36443232	Traveling	300	3.000	12	1	G2373725
CO-VAU	L3571110	1.1380562	-70.1134560	2016-11-10	05:15:00	obsr30770	S32575010	Traveling	540	4.828	6	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-08-13	06:20:00	obsr616723	S61779873	Traveling	300	3.000	12	1	G2373725
CO-VAU	L3571110	1.1380562	-70.1134560	2016-03-17	12:43:00	obsr507040	S28611341	Traveling	165	2.000	6	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-03-11		obsr754299	S33816692	Historical				0	G1679084
CO-VAU	L3571110	1.1380562	-70.1134560	2016-08-13	06:20:00	obsr439702	S31634335	Traveling	300	3.000	12	1	G2373725
CO-VAU	L3571110	1.1380562	-70.1134560	2016-08-10	06:30:00	obsr457273	S126523083	Traveling	120	0.100	12	1	G9523967
CO-VAU	L3571110	1.1380562	-70.1134560	2016-08-13	06:20:00	obsr457273	S126678306	Traveling	300	3.000	12	1	G2373725
CO-VAU	L3571110	1.1380562	-70.1134560	2016-11-06	13:00:00	obsr1206391	S67981296	Historical				0	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-08-10	06:30:00	obsr439702	S31633030	Traveling	120	0.100	12	1	G9523967
CO-VAU	L3571110	1.1380562	-70.1134560	2016-01-16	05:30:00	obsr334368	S27111155	Historical	720		3	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2016-11-08	05:30:00	obsr30770	S32568859	Traveling	420	3.219	6	1	
CO-VAU	L4015410	1.2710053	-70.2019551	2016-03-18	15:50:00	obsr507040	S28613062	Traveling	202	2.000	5	1	
CO-VAU	L4015410	1.2710053	-70.2019551	2016-11-06	15:00:00	obsr267689	S32561603	Traveling	150	1.609	6	1	
CO-VAU	L4015410	1.2710053	-70.2019551	2016-01-04		obsr828883	S77040018	Historical				0	
CO-VAU	L4015410	1.2710053	-70.2019551	2016-01-18	15:30:00	obsr334368	S27111158	Historical	120		2	1	
CO-VAU	L4015410	1.2710053	-70.2019551	2016-01-14	15:00:00	obsr334368	S27111154	Historical	180		3	1	
CO-VAU	L4015410	1.2710053	-70.2019551	2016-08-09	14:30:00	obsr457273	S126523074	Traveling	120	2.000	12	1	G2370441
CO-VAU	L4015410	1.2710053	-70.2019551	2016-08-09	14:30:00	obsr439702	S31632709	Traveling	120	2.000	12	1	G2370441
CO-VAU	L4015410	1.2710053	-70.2019551	2016-08-09	14:30:00	obsr506495	S36380773	Traveling	120	2.000	12	1	G2370441
CO-VAU	L4015410	1.2710053	-70.2019551	2016-01-19	05:30:00	obsr334368	S27111159	Historical	270		2	1	
CO-VAU	L4189760	1.1223540	-70.0933440	2016-01-18	05:30:00	obsr334368	S27111107	Historical	120		2	1	
CO-VAU	L4189759	1.2244670	-70.2368300	2016-01-15	06:00:00	obsr334368	S27111106	Historical	600		2	1	
CO-VAU	L4241573	1.2375608	-70.1449049	2016-01-25	07:00:00	obsr283652	S27445321	Traveling	240	7.000	4	1	
CO-VAU	L4421546	1.2432728	-70.2289931	2016-03-16	15:38:00	obsr507040	S28538412	Traveling	25	1.000	7	1	
CO-VAU	L4421597	1.2848974	-70.2336317	2016-03-16	16:26:00	obsr507040	S28538660	Traveling	45	1.000	8	1	
CO-VAU	L4432339	1.2441718	-70.2350973	2016-03-18	18:00:00	obsr233515	S33039524	Stationary	15		7	1	G1667873
CO-VAU	L4432339	1.2441718	-70.2350973	2016-03-18	18:00:00	obsr729828	S28604979	Stationary	15		7	1	G1667873
CO-VAU	L4432339	1.2441718	-70.2350973	2016-03-18	18:00:00	obsr507040	S28605181	Stationary	15		7	1	G1667873
CO-VAU	L4432339	1.2441718	-70.2350973	2016-03-18	18:00:00	obsr59502	S28604200	Stationary	15		7	1	G1667873
CO-VAU	L4441391	1.2453008	-70.2292457	2016-03-16	15:45:00	obsr233515	S33039571	Historical	30			1	G1671606
CO-VAU	L4441391	1.2453008	-70.2292457	2016-03-16	15:45:00	obsr729828	S28658772	Historical	30			1	G1671606
CO-VAU	L4441391	1.2453008	-70.2292457	2016-03-16	15:45:00	obsr507040	S28672735	Historical	30			1	G1671606
CO-VAU	L4441391	1.2453008	-70.2292457	2016-03-16	15:45:00	obsr59502	S28657459	Historical	30			1	G1671606
CO-VAU	L4817239	1.2708337	-70.2155730	2016-11-10	16:00:00	obsr267689	S32564752	Traveling	90	0.644	6	0	
CO-VAU	L5083842	1.2984750	-70.1619986	2016-11-11	05:30:00	obsr267689	S32565004	Traveling	360	4.828	6	0	
CO-VAU	L5083942	1.2116673	-70.2552938	2016-11-11	15:00:00	obsr267689	S32565483	Traveling	150	9.656	6	0	
CO-VAU	L5086709	1.2775154	-70.2149391	2016-11-11	05:00:00	obsr30770	S32586573	Traveling	600	8.047	6	1	
CO-VAU	L5709000	1.2570922	-70.2339247	2016-08-09	12:00:00	obsr457273	S126523059	Stationary	30		12	1	G2370442
CO-VAU	L5709000	1.2570922	-70.2339247	2016-08-09	12:00:00	obsr506495	S36380774	Stationary	30		12	1	G2370442
CO-VAU	L5709000	1.2570922	-70.2339247	2016-08-09	12:00:00	obsr439702	S36029981	Stationary	30		12	1	G2370442
CO-VAU	L5709000	1.2570922	-70.2339247	2016-08-09	12:00:00	obsr616723	S36449641	Stationary	30		12	1	G2370442
CO-VAU	L5709000	1.2570922	-70.2339247	2016-01-04		obsr828883	S77039998	Incidental				0	
CO-VAU	L6364642	1.2096508	-70.2053833	2016-01-10		obsr828883	S77044163	Historical				0	
CO-VAU	L7375761	1.2037037	-70.2089850	2016-04-16	11:00:00	obsr1090920	S55928157	Incidental			2	0	G4198706
CO-VAU	L7375761	1.2037037	-70.2089850	2016-04-16	11:00:00	obsr1355737	S56509087	Incidental			2	0	G4198706
CO-VAU	L10585988	1.2245000	-70.2371000	2017-02-13		obsr1220733	S64967881	Historical				0	
CO-VAU	L10585990	1.2249000	-70.2374000	2017-02-13		obsr1220733	S64967882	Historical				0	
CO-VAU	L10621759	1.1269000	-70.1060000	2017-02-15		obsr1220733	S64967883	Historical				0	
CO-VAU	L10621760	1.1792000	-70.1440000	2017-02-15		obsr1220733	S64967884	Historical				0	
CO-VAU	L10621758	1.1245000	-70.0800000	2017-02-18		obsr720811	S65184221	Historical				0	
CO-VAU	L11222512	1.2595480	-70.2355450	2017-05-09	18:00:00	obsr799919	S159454941	Traveling	30	0.000	4	1	
CO-VAU	L1193326	1.2228872	-70.2310359	2017-05-08	05:15:00	obsr421749	S41104816	Traveling	420	6.437	4	1	G2787879
CO-VAU	L1193327	1.2677789	-70.1946759	2017-03-04	06:30:00	obsr1236658	S53575920	Historical	480	4.000	4	1	G9237892
CO-VAU	L1193327	1.2677789	-70.1946759	2017-07-26	19:33:00	obsr420266	S38470269	Traveling	120	2.414	7	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2017-07-30	14:54:00	obsr420266	S38470144	Traveling	240	3.219	7	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2017-11-07	14:40:00	obsr507040	S41232450	Traveling	192	2.000	4	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2017-02-19		obsr720811	S35170787	Historical				0	
CO-VAU	L1193326	1.2228872	-70.2310359	2017-05-08	05:15:00	obsr281519	S36673821	Traveling	420	6.437	4	1	G2787879
CO-VAU	L1193326	1.2228872	-70.2310359	2017-12-28	05:59:00	obsr792887	S43337911	Traveling	600	16.093	4	0	
CO-VAU	L1193326	1.2228872	-70.2310359	2017-07-30	14:53:00	obsr420266	S38470072	Traveling	300	6.437	7	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2017-07-28	19:53:00	obsr420266	S38470209	Traveling	120	1.609	7	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2017-01-16	15:05:00	obsr447089	S33878206	Traveling	147	2.000	3	1	G2163485
CO-VAU	L1193327	1.2677789	-70.1946759	2017-08-22	06:02:00	obsr187238	S38772542	Traveling	256	6.750	4	1	G2596569
CO-VAU	L1193327	1.2677789	-70.1946759	2017-12-27		obsr824341	S49042570	Historical			3	0	
CO-VAU	L1193327	1.2677789	-70.1946759	2017-03-04	06:30:00	obsr884204	S123226537	Historical	480	4.000	4	1	G9237892
CO-VAU	L1193327	1.2677789	-70.1946759	2017-01-18	06:44:00	obsr447089	S33878236	Traveling	668	8.000	3	1	G2163491
CO-VAU	L1193327	1.2677789	-70.1946759	2017-01-18	06:44:00	obsr687721	S33877404	Traveling	668	8.000	3	1	G2163491
CO-VAU	L1193327	1.2677789	-70.1946759	2017-01-16	15:05:00	obsr776997	S34084898	Traveling	147	2.000	3	1	G2163485
CO-VAU	L1193327	1.2677789	-70.1946759	2017-01-16	15:05:00	obsr687721	S33877572	Traveling	147	2.000	3	1	G2163485
CO-VAU	L1193327	1.2677789	-70.1946759	2017-01-18	06:44:00	obsr776997	S34084891	Traveling	668	8.000	3	1	G2163491
CO-VAU	L1193327	1.2677789	-70.1946759	2017-08-22	06:02:00	obsr536137	S38861537	Traveling	256	6.750	4	1	G2596569
CO-VAU	L1193327	1.2677789	-70.1946759	2017-10-15	13:39:00	obsr142759	S39966101	Traveling	233	1.931	3	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2017-07-25	19:05:00	obsr420266	S38470014	Traveling	120	3.219	7	1	
CO-VAU	L13763432	1.1224500	-70.0936070	2017-05-12	05:40:00	obsr799919	S159456241	Traveling	120	0.000	4	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2017-10-16	05:53:00	obsr142759	S39966159	Traveling	405	6.598	3	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-17	05:21:00	obsr447089	S33878229	Traveling	749	7.000	3	1	G2163489
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-20	05:31:00	obsr447089	S33878263	Traveling	399	3.300	3	1	G2163500
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-17	05:21:00	obsr776997	S34084897	Traveling	749	7.000	3	1	G2163489
CO-VAU	L1450896	1.2205831	-70.2384067	2017-11-08	05:45:00	obsr507040	S41234137	Traveling	495	6.000	4	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-20	05:31:00	obsr776997	S34084917	Traveling	399	3.300	3	1	G2163500
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-20	05:31:00	obsr687721	S33877097	Traveling	399	3.300	3	1	G2163500
CO-VAU	L1450948	1.1190923	-70.0826454	2017-01-21	05:09:00	obsr776997	S34084884	Traveling	732	6.000	3	1	G2163506
CO-VAU	L1450948	1.1190923	-70.0826454	2017-01-21	05:09:00	obsr447089	S33878273	Traveling	732	6.000	3	1	G2163506
CO-VAU	L1450948	1.1190923	-70.0826454	2017-07-26	19:32:00	obsr420266	S38817588	Traveling	300	3.219	7	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2017-05-08	05:00:00	obsr799919	S159412603	Traveling	390	8.047	4	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-16	06:15:00	obsr447089	S33878196	Traveling	330	3.600	3	1	G2163482
CO-VAU	L1450896	1.2205831	-70.2384067	2017-12-28		obsr824341	S49060965	Historical			4	0	
CO-VAU	L1450948	1.1190923	-70.0826454	2017-07-28	19:53:00	obsr420266	S38470195	Traveling	300	3.219	7	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2017-01-21	05:09:00	obsr687721	S33877052	Traveling	732	6.000	3	1	G2163506
CO-VAU	L1450948	1.1190923	-70.0826454	2017-09-25	05:30:00	obsr1704441	S68996206	Traveling	735	5.000	2	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2017-07-27	19:49:00	obsr420266	S38470237	Traveling	540	4.828	7	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2017-07-31	18:42:00	obsr420266	S38470303	Traveling	500	8.047	7	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2017-11-09	06:00:00	obsr507040	S41585967	Traveling	425	9.656	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-03-08	06:00:00	obsr645717	S35332564	Traveling	300	4.000	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-03-02	06:30:00	obsr884204	S123226515	Historical	480	4.000	4	1	G9237888
CO-VAU	L1451759	1.2221020	-70.1615238	2017-02-17	05:45:00	obsr720811	S35090141	Traveling	600	8.000	4	0	
CO-VAU	L1451759	1.2221020	-70.1615238	2017-05-10	05:15:00	obsr281519	S36719511	Traveling	705	7.242	4	1	G2787883
CO-VAU	L1451759	1.2221020	-70.1615238	2017-05-10	05:15:00	obsr799919	S159449985	Traveling	715	8.047	4	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2017-12-29		obsr824341	S49058206	Historical			4	0	
CO-VAU	L1451759	1.2221020	-70.1615238	2017-05-10	05:15:00	obsr421749	S41104853	Traveling	705	7.242	4	1	G2787883
CO-VAU	L1451781	1.2218274	-70.2285361	2017-08-19	06:55:00	obsr187238	S38772306	Traveling	532	7.500	3	1	G2596573
CO-VAU	L1451781	1.2218274	-70.2285361	2017-10-20	05:55:00	obsr142759	S40029923	Traveling	236	2.092	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-08-19	06:55:00	obsr536137	S38861550	Traveling	532	7.500	3	1	G2596573
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-16	05:30:00	obsr281519	S36905585	Traveling	230	3.219	2	1	G2787894
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-13	04:30:00	obsr799919	S159471749	Traveling	780	8.047	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-08-21	06:02:00	obsr536137	S38861555	Traveling	600	6.800	4	1	G2596571
CO-VAU	L1451759	1.2221020	-70.1615238	2017-10-17	05:36:00	obsr142759	S39977044	Traveling	383	4.023	3	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2017-01-19	05:45:00	obsr687721	S33877279	Traveling	427	6.600	3	1	G2163496
CO-VAU	L1451759	1.2221020	-70.1615238	2017-01-19	05:45:00	obsr447089	S33878250	Traveling	427	6.600	3	1	G2163496
CO-VAU	L1451781	1.2218274	-70.2285361	2017-02-15	05:45:00	obsr720811	S35012422	Traveling	660	8.000	3	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-08	14:45:00	obsr281519	S36673831	Traveling	190	4.828	3	1	G2787880
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-08	14:45:00	obsr421749	S41104820	Traveling	190	4.828	3	1	G2787880
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-16	05:30:00	obsr799919	S159572675	Traveling	225	3.219	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-11	05:15:00	obsr799919	S159454438	Traveling	720	4.828	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-08-21	06:02:00	obsr187238	S38772515	Traveling	600	6.800	4	1	G2596571
CO-VAU	L1451781	1.2218274	-70.2285361	2017-03-02	06:30:00	obsr1236658	S53571082	Historical	480	4.000	4	1	G9237888
CO-VAU	L1450896	1.2205831	-70.2384067	2017-03-10	06:30:00	obsr645717	S35354244	Traveling	270	3.000	4	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-16	06:15:00	obsr776997	S34084921	Traveling	330	3.600	3	1	G2163482
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-17	05:21:00	obsr687721	S33877613	Traveling	749	7.000	3	1	G2163489
CO-VAU	L1450896	1.2205831	-70.2384067	2017-01-16	06:15:00	obsr687721	S33877541	Traveling	330	3.600	3	1	G2163482
CO-VAU	L1450948	1.1190923	-70.0826454	2017-10-18	05:57:00	obsr142759	S40002160	Stationary	20		4	0	
CO-VAU	L1450948	1.1190923	-70.0826454	2017-02-18		obsr720811	S35134279	Historical				0	
CO-VAU	L1451759	1.2221020	-70.1615238	2017-01-19	05:45:00	obsr776997	S34084911	Traveling	427	6.600	3	1	G2163496
CO-VAU	L1451759	1.2221020	-70.1615238	2017-12-29	04:32:00	obsr792887	S43337707	Traveling	821	33.989	4	0	
CO-VAU	L1451759	1.2221020	-70.1615238	2017-03-11	06:00:00	obsr645717	S35355155	Traveling	210	2.000	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-08	14:30:00	obsr799919	S159440579	Traveling	210	3.219	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-11	05:20:00	obsr281519	S36766867	Traveling	727	8.047	4	1	G2787885
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-13	04:50:00	obsr281519	S36810266	Traveling	756	6.437	4	1	G2787890
CO-VAU	L1451781	1.2218274	-70.2285361	2017-11-11	18:00:00	obsr507040	S41587247	Traveling	146	1.609	3	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-13	04:50:00	obsr421749	S41104884	Traveling	756	6.437	4	1	G2787890
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-11	05:20:00	obsr421749	S41104869	Traveling	727	8.047	4	1	G2787885
CO-VAU	L1451781	1.2218274	-70.2285361	2017-05-16	05:30:00	obsr421749	S41104904	Traveling	230	3.219	2	1	G2787894
CO-VAU	L14711611	1.2799095	-70.1898618	2017-03-13	06:20:00	obsr1704441	S86923786	Traveling	340	5.000	4	1	
CO-VAU	L28881527	1.1180138	-70.0968394	2017-05-12	07:00:00	obsr799919	S159461302	Traveling	420	8.047	4	1	
CO-VAU	L3445830	1.2938735	-70.2582550	2017-08-01	15:05:00	obsr420266	S38449746	Traveling	300	8.047	7	1	
CO-VAU	L3445830	1.2938735	-70.2582550	2017-01-22	06:07:00	obsr776997	S34084882	Traveling	260	2.500	3	1	G2163509
CO-VAU	L3445830	1.2938735	-70.2582550	2017-03-03	06:30:00	obsr1236658	S53574972	Historical	480	5.000	4	1	G9237890
CO-VAU	L3445830	1.2938735	-70.2582550	2017-03-03	06:30:00	obsr884204	S123226544	Historical	480	5.000	4	1	G9237890
CO-VAU	L3445830	1.2938735	-70.2582550	2017-07-29	18:38:00	obsr420266	S38470026	Traveling	600	16.093	7	1	
CO-VAU	L3445830	1.2938735	-70.2582550	2017-01-20	15:38:00	obsr687721	S33877074	Traveling	142	2.000	3	1	G2163502
CO-VAU	L3445830	1.2938735	-70.2582550	2017-01-20	15:38:00	obsr447089	S33878266	Traveling	142	2.000	3	1	G2163502
CO-VAU	L3445830	1.2938735	-70.2582550	2017-01-22	06:07:00	obsr687721	S33876944	Traveling	260	2.500	3	1	G2163509
CO-VAU	L3445830	1.2938735	-70.2582550	2017-01-20	15:38:00	obsr776997	S34084895	Traveling	142	2.000	3	1	G2163502
CO-VAU	L3445830	1.2938735	-70.2582550	2017-01-22	06:07:00	obsr447089	S33878281	Traveling	260	2.500	3	1	G2163509
CO-VAU	L3455328	1.2789939	-70.2263582	2017-05-14	05:20:00	obsr421749	S41104889	Traveling	638	4.828	4	1	G2787891
CO-VAU	L3455328	1.2789939	-70.2263582	2017-05-14	05:20:00	obsr281519	S36854024	Traveling	638	4.828	4	1	G2787891
CO-VAU	L3455328	1.2789939	-70.2263582	2017-05-14	05:15:00	obsr799919	S159508439	Traveling	675	6.437	4	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-07-27	05:40:00	obsr1704441	S69770671	Traveling	430	6.000	8	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-11-10	05:30:00	obsr507040	S41587000	Traveling	425	12.875	5	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-05-13	05:00:00	obsr847525	S36815467	Traveling	720	16.000	5	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-12-31	05:30:00	obsr824341	S49041783	Historical			2	0	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-05-09	05:53:00	obsr421749	S41104824	Traveling	360	4.023	4	1	G2787881
CO-VAU	L3571110	1.1380562	-70.1134560	2017-05-09	05:53:00	obsr281519	S36700833	Traveling	360	4.023	4	1	G2787881
CO-VAU	L3571110	1.1380562	-70.1134560	2017-10-18	11:27:00	obsr142759	S40002125	Traveling	253	3.219	4	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-03-09	06:00:00	obsr645717	S35334170	Traveling	300	5.000	4	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-02-28	06:30:00	obsr1236658	S53566335	Historical	480	5.000	4	1	G9237893
CO-VAU	L3571110	1.1380562	-70.1134560	2017-05-09	05:15:00	obsr799919	S159443780	Traveling	585	4.828	4	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2017-02-28	06:30:00	obsr884204	S123226521	Historical	480	5.000	4	1	G9237893
